,Survey Year,Timestamp,SalaryUSD,Country,PostalCode,PrimaryDatabase,YearsWithThisDatabase,EmploymentStatus,JobTitle,ManageStaff,YearsWithThisTypeOfJob,DatabaseServers,Education,EducationIsComputerRelated,Certifications,HoursWorkedPerWeek,PopulationOfLargestCityWithin20Miles,EmploymentSector,CareerPlansThisYear,Gender
4953,2018,2017-12-13 13:35:18.279,150000.0,United States,7843,Microsoft SQL Server,19,"Independent consultant, contractor, freelancer,  or company owner","DBA (Development Focus - tunes queries, indexes, does deployments)",No,1,3,Bachelors (4 years),Yes,"Yes, but they expired",45,Not Asked,Private business,"Stay with the same role, but change employers",Male
4954,2018,2017-12-13 13:25:23.179,104000.0,United States,98663,Microsoft SQL Server,17,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),No,9,80,Bachelors (4 years),No,"Yes, but they expired",45,Not Asked,Private business,"Stay with the same employer, same role",Male
4955,2018,2017-12-13 13:23:51.483,120000.0,United States,19355,Microsoft SQL Server,18,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),No,1,75,Bachelors (4 years),Yes,"Yes, but they expired",42,Not Asked,"Education (K-12, college, university)","Stay with the same employer,  but change roles",Male
4956,2018,2017-12-13 13:00:47.860,92822.0,United States,8844,Microsoft SQL Server,14,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),No,6,20,Associates (2 years),No,"Yes, and they're currently valid",40,Not Asked,Private business,Change both employers and roles,Female
4957,2018,2017-12-13 12:57:51.992,115000.0,United States,29651,Microsoft SQL Server,10,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),No,12,75,None (no degree completed),,"No, I never have",45,Not Asked,Private business,"Stay with the same employer, same role",Male
4958,2018,2017-12-13 12:51:10.185,121000.0,United States,,Microsoft SQL Server,15,Full time employee,Architect,No,30,160,Bachelors (4 years),Yes,"Yes, but they expired",40,Not Asked,Private business,"Stay with the same employer, same role",Male
4959,2018,2017-12-13 12:45:47.559,148986.0,United States,99354,Microsoft SQL Server,15,Full time employee,"Developer: App code (C#, JS, etc)",No,15,6,Doctorate/PhD,No,"No, I never have",46,Not Asked,Federal government,"Stay with the same employer, same role",Male
4960,2018,2017-12-13 12:44:30.130,89139.0,United States,14020,Microsoft SQL Server,8,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),No,4,300,Associates (2 years),Yes,"Yes, but they expired",50,Not Asked,Private business,"Stay with the same employer, same role",Male
4961,2018,2017-12-13 12:40:31.467,145000.0,United States,22314,Microsoft SQL Server,10,Full time employee,"Developer: Business Intelligence (SSRS, PowerBI, etc)",Yes,4,5,Masters,No,"No, I never have",50,Not Asked,Private business,"Stay with the same role, but change employers",Male
4962,2018,2017-12-13 12:30:02.963,300000.0,United States,60143,Microsoft SQL Server,21,"Independent consultant, contractor, freelancer,  or company owner",Architect,No,15,6,Masters,No,"No, I never have",45,Not Asked,Private business,"Stay with the same role, but change employers",Male
4963,2018,2017-12-13 12:26:42.740,38000.0,United States,,Microsoft SQL Server,2,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),No,2,35,Bachelors (4 years),Yes,"No, I never have",40,Not Asked,Local government,"Stay with the same employer, same role",Male
4964,2018,2017-12-13 12:17:49.062,80000.0,United States,37217,Microsoft SQL Server,23,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),No,5,20,Associates (2 years),No,"Yes, but they expired",42,Not Asked,Private business,"Stay with the same employer, same role",Male
4965,2018,2017-12-13 12:16:07.939,88000.0,United States,7082,Microsoft SQL Server,6,Full time employee,"Developer: App code (C#, JS, etc)",No,6,4,Bachelors (4 years),No,"No, I never have",40,Not Asked,Private business,"Stay with the same employer, same role",Female
4969,2018,2017-12-13 11:55:06.810,136000.0,United States,76102,Microsoft SQL Server,21,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),Yes,10,3,Bachelors (4 years),Yes,"No, I never have",60,Not Asked,Private business,"Stay with the same employer, same role",Male
4970,2018,2017-12-13 11:50:35.524,120000.0,United States,98033,Microsoft SQL Server,6,Full time employee,Engineer,No,6,95,None (no degree completed),,"No, I never have",50,Not Asked,Private business,"Stay with the same role, but change employers",Male
4971,2018,2017-12-13 11:49:45.348,116000.0,United States,20190,Microsoft SQL Server,10,Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",No,10,200,Masters,Yes,"Yes, but they expired",40,Not Asked,Private business,Change both employers and roles,Male
4972,2018,2017-12-13 11:46:47.306,81723.0,United States,66101,Microsoft SQL Server,20,Full time employee,Architect,No,12,40,None (no degree completed),,"Yes, but they expired",40,Not Asked,Local government,"Stay with the same employer,  but change roles",Male
4973,2018,2017-12-13 11:44:52.878,86000.0,United States,15201,Microsoft SQL Server,10,Full time employee of a consulting/contracting company,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),No,6,50,Bachelors (4 years),Yes,"No, I never have",45,Not Asked,Private business,"Stay with the same employer, same role",Male
4974,2018,2017-12-13 11:41:23.402,107000.0,United States,75067,Microsoft SQL Server,12,Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",No,12,150,Associates (2 years),Yes,"Yes, but they expired",45,Not Asked,Private business,"Stay with the same employer, same role",Male
4975,2018,2017-12-13 11:37:12.196,100000.0,United States,95624,Microsoft SQL Server,13,Full time employee,Engineer,No,3,12,None (no degree completed),,"Yes, and they're currently valid",48,Not Asked,Private business,"Stay with the same role, but change employers",Male
4978,2018,2017-12-13 11:25:28.806,75000.0,United States,14425,Oracle,10,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),No,10,1,Bachelors (4 years),No,"No, I never have",40,Not Asked,"Education (K-12, college, university)",Prefer not to say,Male
4979,2018,2017-12-13 11:22:31.085,116500.0,United States,85264,Oracle,15,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),No,25,350,Bachelors (4 years),Yes,"Yes, but they expired",45,Not Asked,Private business,"Stay with the same employer,  but change roles",Female
4980,2018,2017-12-13 11:09:16.604,136000.0,United States,,Microsoft SQL Server,20,Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",No,17,400,None (no degree completed),,"Yes, but they expired",45,Not Asked,Private business,"Stay with the same employer, same role",Female
4982,2018,2017-12-13 10:57:14.045,144000.0,United States,98055,Microsoft SQL Server,20,Full time employee,Developer: T-SQL,No,10,5,Bachelors (4 years),No,"Yes, but they expired",40,Not Asked,Private business,"Stay with the same employer, same role",Male
4984,2018,2017-12-13 10:38:47.928,142000.0,United States,78746,Microsoft SQL Server,14,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),Yes,1,60,Bachelors (4 years),Yes,"Yes, and they're currently valid",45,Not Asked,Private business,"Stay with the same employer, same role",Male
4986,2018,2017-12-13 10:29:35.231,115000.0,United States,20902,Microsoft SQL Server,17,Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",No,3,80,Bachelors (4 years),No,"Yes, but they expired",40,Not Asked,Private business,"Stay with the same employer, same role",Male
4988,2018,2017-12-13 10:19:27.669,115000.0,United States,,Microsoft SQL Server,17,Full time employee,Developer: T-SQL,No,17,2,Bachelors (4 years),Yes,"No, I never have",55,Not Asked,Private business,"Stay with the same employer, same role",Male
4989,2018,2017-12-13 10:15:01.946,84000.0,United States,54911,Microsoft SQL Server,15,Full time employee,"Developer: App code (C#, JS, etc)",Yes,1,5,None (no degree completed),,"No, I never have",45,Not Asked,Private business,"Stay with the same employer, same role",Male
4990,2018,2017-12-13 10:13:51.877,190000.0,United States,,Microsoft SQL Server,20,Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",No,5,40,Masters,Yes,"Yes, and they're currently valid",40,Not Asked,Private business,"Stay with the same employer, same role",Female
4992,2018,2017-12-13 10:09:36.457,80000.0,United States,,Oracle,4,Full time employee,Analyst,No,1,1,Masters,No,"No, I never have",40,Not Asked,Private business,"Stay with the same employer, same role",Male
4994,2018,2017-12-13 09:54:35.194,98000.0,United States,,Microsoft SQL Server,6,Full time employee,Architect,No,6,10,Associates (2 years),No,"No, I never have",40,Not Asked,Private business,"Stay with the same employer, same role",Male
4996,2018,2017-12-13 09:41:03.145,137500.0,United States,77068,Microsoft SQL Server,15,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),No,6,150,Bachelors (4 years),No,"Yes, but they expired",50,Not Asked,Private business,"Stay with the same employer, same role",Male
4998,2018,2017-12-13 09:15:33.888,102456.0,United States,55101,Microsoft SQL Server,15,Full time employee,Analyst,No,6,10,Bachelors (4 years),Yes,"No, I never have",38,Not Asked,Non-profit,Prefer not to say,Male
4999,2018,2017-12-13 09:14:45.164,113000.0,United States,33004,Microsoft SQL Server,12,Full time employee,"Developer: App code (C#, JS, etc)",No,3,6,Doctorate/PhD,No,"No, I never have",40,Not Asked,Private business,Change both employers and roles,Male
5000,2018,2017-12-13 09:06:08.440,160000.0,United States,22102,Microsoft SQL Server,20,Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",No,5,100,None (no degree completed),,"No, I never have",45,Not Asked,Private business,"Stay with the same employer, same role",Male
5001,2018,2017-12-13 09:02:49.113,85000.0,United States,62701,Microsoft SQL Server,3,Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",No,25,80,Bachelors (4 years),Yes,"Yes, but they expired",42,Not Asked,Non-profit,"Stay with the same employer,  but change roles",Male
5002,2018,2017-12-13 09:02:16.151,106000.0,United States,30339,Microsoft SQL Server,8,Full time employee,"Developer: Business Intelligence (SSRS, PowerBI, etc)",No,26,15,Bachelors (4 years),No,"No, I never have",41,Not Asked,Private business,"Stay with the same employer, same role",Male
5003,2018,2017-12-13 08:46:26.471,124000.0,United States,30047,DB2,28,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),No,7,137,None (no degree completed),,"No, I never have",40,Not Asked,Private business,"Stay with the same employer, same role",Male
5004,2018,2017-12-13 08:44:42.161,85000.0,United States,2210,Microsoft SQL Server,6,Full time employee,"DBA (Production Focus - build & troubleshoot servers, HA/DR)",No,6,10,None (no degree completed),,"No, I never have",45,Not Asked,Private business,"Stay with the same employer, same role",Male
5006,2018,2017-12-13 08:29:06.200,70000.0,United States,53711,Microsoft SQL Server,9,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),Yes,9,50,Bachelors (4 years),No,"No, I never have",40,Not Asked,"Education (K-12, college, university)","Stay with the same employer,  but change roles",Male
5008,2018,2017-12-13 08:06:18.613,150000.0,United States,2129,Microsoft SQL Server,7,Full time employee,"Developer: Business Intelligence (SSRS, PowerBI, etc)",No,1,20,Bachelors (4 years),No,"No, I never have",45,Not Asked,Private business,"Stay with the same employer, same role",Male
5009,2018,2017-12-13 08:02:12.576,114000.0,United States,60606,Microsoft SQL Server,12,Full time employee,"DBA (Development Focus - tunes queries, indexes, does deployments)",No,15,20,Bachelors (4 years),Yes,"Yes, and they're currently valid",45,Not Asked,Private business,"Stay with the same employer, same role",Male
5012,2018,2017-12-13 07:49:14.851,115000.0,United States,DC,Microsoft SQL Server,8,Full time employee,DBA (General - splits time evenly between writing & tuning queries AND building & troubleshooting servers),Yes,4,1000,Bachelors (4 years),Yes,"Yes, and they're currently valid",40,Not Asked,Private business,"Stay with the same employer, same role",Male
